index	trigger	syllables	flag	preview
2547	line-end	100		ཞེས་གསུངས་ཏེ། འོན་ཀྱང་ད་ལྟ་ལུས་སེམས་ཙམ་ལ་བྱང་ཆུབ་སེམས་དཔར་བཏགས་པ་འདི་ལ་ཚུལ་ཁྲིམས
2548	verse-stanza	13		ཅི་ནུས་བདག་གིས་གསོ་དགོས་ཏེ།།↵གནོད་པའང་བདག་གིས་དང་དུ་བླང༌།།
2549	line-end	139		ཞེས་གསུངས་ཏེ། གལ་ཏེ་འདི་བྱང་ཆུབ་སེམས་དཔར་ཁས་འཆེ་ཞིང་བཟང་པོར་རློམ་ན་ནི་འདིས་བྱང་ཆ
2550	verse-stanza	13		འོན་ཏེ་བདག་འདིའི་གསོ་བྱ་མིན།།↵ཅི་ཕྱིར་བདག་ལ་བརྙས་པ་བྱེད།།
2551	line-end	30		ཅེས་གསུངས་ཏེ། འོན་ཏེ་བྱང་ཆུབ་སེམས་དཔར་ཁས་བླངས་པ་འདིས་སེམས་ཅན་བདག་གསོ་ཞིང་སྐྱོང་བ
2552	ordinal-open	17		གསུམ་པ་ལུས་སེམས་ཀྱིས་བསྡོ་བ་བདག་སེམས་ཅན་གྱིས་མི་བཟོད་པ་སྒོམ་པ་ནི།
2553	verse-stanza	13		བདག་ལ་དེ་ཡི་ཡོན་ཏན་གྱིས།།↵ཅི་བྱ་འདི་བདག་ཡོན་ཏན་ཅན།།
2554	line-end	39		ཞེས་གསུངས་ཏེ། འདིའི་ཡོན་ཏན་ཆུང་ངུ་འདི་ལ་བདག་སེམས་ཅན་སྨོན་པར་ཡང་མི་བྱེད་དེ། དེ་ཙམ
2555	verse-stanza	25		ངན་འགྲོ་གདུག་པའི་ཁར་གནས་པའི།།↵འགྲོ་ལ་སྙིང་རྗེ་མེད་པར་འདི།།↵ཕྱིར་ལ་ཡོན་ཏན་རློམ་པ་
2556	terminal-particle	214		ཅེས་གསུངས་ཏེ། དེས་ན་མི་དགེ་བའི་ལས་སྤྱོད་པས་ངན་འགྲོའི་གཡང་ཁར་སང་ལྷུང༌། གནངས་ལྷུང་
2557	ordinal-open	72		གཉིས་པ་སེམས་ཅན་རྣམས་བདག་ཏུ་བྱས་ནས་གཞན་ལུས་སེམས་ལ་འགྲན་སེམས་སྒོམ་པ་ལ་གསུམ། ལུས་སེ
2558	ordinal-open	3		དང་པོ་ནི།
2559	verse-stanza	25		བདག་དང་མཉམ་གཞན་ལ་བལྟས་ནས།།↵གང་གིས་རང་ནི་ལྷག་བྱའི་ཕྱིར།།↵བདག་གི་རྙེད་དང་བཀུར་སྟི་
2560	line-end	141		ཅེས་གསུངས་ཏེ། ཕྲག་དོག་ཇི་ལྟར་སྒོམ་པ་བཤད་ནས། ད་ནི་འགྲན་སེམས་སྒོམ་ཚུལ་བཤད་པར་བྱ་སྟ
2561	ordinal-open	19		གཉིས་པ་ལུས་སེམས་ནི་གྲགས་སུ་མི་གཞུག་ཅིང་བདག་སེམས་ཅན་གྱི་གྲགས་པ་སྤེལ་བ་ནི།
2562	verse-stanza	25		ཅི་ནས་བདག་གི་ཡོན་ཏན་ནི།།↵འཇིག་རྟེན་ཀུན་ལ་གྲགས་པ་དང༌།།↵གཞན་ཡང་འདི་ཡི་ཡོན་ཏན་གང༌།།
2563	terminal-particle	33		ཞེས་གསུངས་ཏེ། ཅི་ནས་བདག་སེམས་ཅན་གྱི་ཡོན་ཏན་ནི་འཇིག་རྟེན་ཀུན་ལ་གྲགས་པར་བྱ་ལ་གཞན་ལ
2564	ordinal-open	26		གསུམ་པ་ཉེས་པ་ཐམས་ཅད་གཞན་ལུས་སེམས་འདི་ལ་བསྐུར་ཞིང་ལེགས་པ་ཐམས་ཅད་བདག་སེམས་ཅན་གྱིས་
2565	verse-stanza	25		བདག་གི་སྐྱོན་ཡང་སྦ་བྱ་ཞིང༌།།↵བདག་ནི་མཆོད་འགྱུར་འདི་ལ་མིན།།↵བདག་དེང་རྙེད་པ་ལེགས་བ
2566	terminal-particle	61		ཞེས་གསུངས་ཏེ། བདག་སེམས་ཅན་གྱི་སྐྱོན་ནི་ཤིན་ཏུ་ཆེ་ན་ཡང་རུང་ཆུང་ན་ཡང་རུང་སྟེ་གསང་ཞ
2567	line-end	37		བདག་སེམས་ཅན་ནི་དེང་དུས་དང་ཕྱིས་ནས་ཀྱང་རྙེད་པ་རྙེད་ཅིང་ཐམས་ཅད་ཀྱིས་བཀུར་སྟི་བྱེད་
2568	verse-stanza	25		འདི་ནི་མ་རུངས་བྱས་པ་ལ།།↵ཡུན་རིང་བདག་ནི་དགའ་བས་ལྟ།།↵འགྲོ་བ་ཀུན་གྱིས་བཞད་གད་དང༌།།↵
2569	terminal-particle	86		ཞེས་གསུངས་ཏེ། ལུས་སེམས་ཙམ་ལ་ཐོག་མ་མེད་པ་ནས་ངར་གཅེས་པས་ཞེན་པ་འདི་ནི་ཤིན་ཏུ་མི་རུང
2570	ordinal-open	35		གསུམ་པ་སེམས་ཅན་རྣམས་བདག་ཏུ་བྱས་ནས་གཞན་ལུས་སེམས་ལ་ང་རྒྱལ་སྒོམ་པ་ལ་གཉིས། ལུས་སེམས་
2571	ordinal-open	3		དང་པོ་ནི།
2572	verse-stanza	25		ཉོན་མོངས་འདི་ཡང་བདག་དང་ནི།།↵ལྷན་ཅིག་ཏུ་ནི་འགྲན་ཞེས་གྲག།↵འདི་བདག་ཐོས་དང་ཤེས་རབ་བམ
2573	line-end	111		ཞེས་གསུངས་ཏེ། ང་རྒྱལ་སྒོམ་པ་ནི་དེ་ཙམ་དུ་འཁོན་དུ་འཛིན་པའི་རྒྱུ་མཚན་ཅི་ཞེ་ན། ལུས་ས
2574	verse-stanza	25		དེ་ལྟར་ཀུན་ལ་གྲགས་པ་ཡི།།↵བདག་གི་ཡོན་ཏན་ཐོས་ནས་ནི།།↵སྤུ་ལྡང་དགའ་བ་སྐྱེ་འགྱུར་བའི།
2575	terminal-particle	58		ཅེས་གསུངས་ཏེ། དེ་ལྟར་བདག་སེམས་ཅན་གྱིས་ཡོན་ཏན་ཆེན་པོ་འདི་ནི་འཇིག་རྟེན་ཀུན་ལ་ཡོངས་
2576	ordinal-open	12		གཉིས་པ་དེ་བདག་གི་བྲན་དུ་བཀོལ་བར་བསྟན་པ་ནི།
2577	verse-stanza	25		ཅི་སྟེ་འདི་ལ་རྙེད་ཡོད་ཀྱང༌།།↵གལ་ཏེ་ང་ཡི་ལས་བྱེད་ན།།↵འདི་ལ་འཚོ་བ་ཙམ་བྱིན་ནས།།↵བདག
2578	verse-stanza	13		འདི་ནི་བདེ་ལས་ཉམས་བྱ་ཞིང༌།།↵བདག་གི་སྣོད་དང་རྟག་སྦྱར་བྱ།།
2579	terminal-particle	205		ཞེས་གསུངས་ཏེ། དེ་བས་ན་ཅི་སྟེ་ལུས་སེམས་ཁྱོད་ལ་རྙེད་པ་དང་ལོངས་སྤྱོད་མང་དུ་ཡོད་ཀྱང་
2580	line-end	16		དེ་ལྟར་སེམས་ཅན་ལ་བདག་ཏུ་བཟུང་ནས་བདག་གཞན་བརྗེ་བ་བསྟན་ཟིན་ནས།
2581	ordinal-open	44		གཉིས་པ་བདག་འཛིན་རང་སར་བཞག་ནས་བདག་གཞན་བརྗེ་བ་ལ་གསུམ། སྔར་རང་དོན་འབའ་ཞིག་བསམས་པས་བ
2582	ordinal-open	3		དང་པོ་ནི།
2583	verse-stanza	25		འདི་ཡིས་བརྒྱ་ཕྲག་ཐམས་ཅད་དུ།།↵འཁོར་བར་བདག་ལ་གནོད་པ་བྱས།།↵ཡིད་ཁྱོད་རང་དོན་བྱེད་འདོ
2584	verse-stanza	13		ངལ་བ་ཆེན་པོ་དེ་ལྟ་བུས།།↵ཁྱོད་ཀྱི་སྡུག་བསྔལ་འབའ་ཞིག་བསྒྲུབས།།
2585	terminal-particle	57		ཞེས་གསུངས་ཏེ། དེས་ན་བདག་འཛིན་འདི་ཡིས་འཁོར་བ་ཐོག་མ་མེད་པ་ནས་བདག་ཏུ་བཟུང་ཡུལ་གྱི་ས
2586	ordinal-open	17		གཉིས་པ་ཕྱིན་ཆད་དེ་ལས་ལྡོག་པར་གདམས་པ་ནི། དེ་ལྟར་ངེས་པར་གཞན་དག་གི།
2587	verse-stanza	19		དོན་ལ་རབ་ཏུ་འཇུག་གྱིས་དང༌།།↵ཐུབ་པའི་བཀའ་ནི་མི་སླུ་བས།།↵དེ་ཡི་ཡོན་ཏན་ཕྱིས་མཐོང་འག
2588	line-end	48		ཞེས་གསུངས་ཏེ། ད་ནི་བདག་གཅེས་འཛིན་དེ་ཐོངས་ལ་གཞན་དོན་ལ་རབ་ཏུ་འཇུག་པར་གྱིས་དང༌། རང་
2589	verse-stanza	25		གལ་ཏེ་ཁྱོད་ཀྱིས་སྔ་དུས་སུ།།↵ལས་འདི་བྱས་པར་གྱུར་ན་ནི།།↵སངས་རྒྱས་ཕུན་སུམ་བདེ་མིན་པ
2590	line-end	62		ཞེས་གསུངས་ཏེ། སྔོན་ནས་སེམས་ཁྱོད་ཀྱིས་འདི་ལྟར་བྱས་ན་སངས་རྒྱས་ཀྱི་བདེ་བ་འཐོབ་ཀྱི་འ
2591	ordinal-open	25		གསུམ་པ་བདེ་དགེ་རྣམས་གཞན་ལ་བྱིན་ལ་སྡུག་བསྔལ་བདག་གིས་ལོང་ཞིག་པར་གདམས་པ་ནི། དེ་བས་འ
2592	verse-stanza	19		ཁུ་བ་ཁྲག་གི་ཐིགས་པ་ལ།།↵ཁྱོད་ཀྱིས་བདག་འཛིན་བྱས་པ་ལྟར།།↵དེ་བཞིན་གཞན་ལའང་གོམས་པར་གྱ
2593	line-end	27		ཞེས་གསུངས་ཏེ། ད་ནི་སྔར་ཁུ་ཁྲག་ལ་བདག་ཏུ་བཟུང་བ་དེ་ལྟར་ཁྱོད་ཀྱིས་གཞན་སེམས་ཅན་ལ་ཡང་
2594	verse-stanza	25		གཞན་གྱི་རྟོག་ཆེན་བྱས་ནས་ནི།།↵བདག་གི་ལུས་ལ་ཅི་སྣང་བ།།↵དེ་དང་དེ་ཉིད་ཕྲོགས་བྱས་ནས།།
2595	line-end	48		ཞེས་གསུངས་ཏེ། དེ་བཞིན་དུ་ད་ནི་གཞན་ཁོ་ན་གཅེས་པར་བཟུང་ནས་གཞན་གྱི་རྟོག་ཆེན་པ་སྟེ་མཚ
2596	verse-stanza	25		བདག་སྐྱིད་གཞན་ནི་མི་སྐྱིད་ལ།།↵བདག་མཐོ་གཞན་ནི་དམའ་བ་དང༌།།↵དག་ནི་ཕན་བྱེད་གཞན་མིན་ཞ
2597	line-end	37		ཅེས་གསུངས་ཏེ། འཁོར་བ་ཐོག་མེད་ནས་བདག་འཛིན་འདིས་གནོད་པ་བྱས་པས་ད་ནི་བདག་ཉིད་བདེ་བ་ས
2598	verse-stanza	13		བདག་ནི་བདེ་དང་བྲལ་གྱིས་ཏེ།།↵གཞན་གྱི་སྡུག་བསྔལ་བདག་ལ་སྦྱོར།།
2599	line-end	25		ཞེས་གསུངས་ཏེ། དེའི་ཕྱིར་བདག་གི་བདེ་དགེ་གཞན་སེམས་ཅན་ལ་ཐོངས་ལ་གཞན་སེམས་ཅན་གྱི་སྡིག
2600	verse-stanza	13		གང་ཚེ་འདི་ན་ཅི་བྱེད་ཅེས།།↵བདག་གི་སྐྱོན་ལ་བརྟག་པར་གྱིས།།
2601	line-end	25		ཞེས་གསུངས་ཏེ། ད་ནི་གཞན་སྐྱོན་ལ་བརྟག་པའི་དུས་མ་ཡིན་གྱི་རྣམ་པ་ཀུན་ཏུ་བདག་ཉིད་ཀྱི་ས
2602	verse-stanza	25		གཞན་གྱིས་ཉེས་པ་བྱས་པ་ཡང༌།།↵རང་གི་སྐྱོན་དུ་བསྒྱུར་བྱོས་ལ།།↵བདག་གིས་ཉེས་པ་ཆུང་བྱས་
2603	line-end	108		ཅེས་གསུངས་ཏེ། བཟོད་སྨྲའི་སྐྱེས་རབས་སུ་རྒྱལ་པོས་ཉེས་མེད་དུ་ཡན་ལག་བཏུབས་ཀྱང་ཀྱེ་མ་
2604	verse-stanza	25		གཞན་གྱི་གྲགས་པ་ལྷག་བརྗོད་པས།།↵རང་གི་གྲགས་པ་ཟིལ་གྱིས་གནོན།།↵བདག་ནི་བྲན་གྱི་ཐ་མ་ལྟ
2605	line-end	41		ཞེས་གསུངས་ཏེ། དེ་བཞིན་དུ་བདག་གི་ཡོན་ཏན་སུས་ཀྱང་མི་ཤེས་པར་སྦ་ཞིང་གཞན་གྱི་ཡོན་ཏན་ད
2606	verse-stanza	25		འདི་ནི་སྐྱོན་ཅན་རང་བཞིན་ཏེ།།↵གློ་བུར་ཡོན་ཏན་ཆས་མི་བསྟོད།།↵འདི་ཡི་ཡོན་ཏན་ཅི་ནས་ཀྱ
2607	line-end	55		ཞེས་གསུངས་ཏེ། བྱིས་པ་སྐྱོན་གྱི་རང་བཞིན་ཡིན་པའི་ཕྱིར་རང་ཉིད་སྐྱོན་གྱི་འབྱུང་གནས་ས
2608	verse-stanza	25		མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར།།↵ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང༌།།↵གནོད་དེ་སེམས་ཅན་དོན་
2609	line-end	40		ཞེས་གསུངས་ཏེ། མདོར་ན་སྔོན་ཆད་བདག་དོན་དུ་བསམས་ནས་གཞན་ལ་གནོད་པ་བྱས་པ་དེ་ཐམས་ཅད་ད་ན
2610	verse-stanza	19		འདི་ནི་གཉའ་དྲག་འགྱུར་ཚུལ་དུ།།↵ཤེད་སྐྱེད་པར་ནི་མི་བྱ་སྟེ།།↵བག་མ་གསར་པའི་ཚུལ་བཞིན་
2611	terminal-particle	84		ངོ་ཚས་འཇིགས་དང་བསྡམས་ཏེ་བཞག། ཅེས་གསུངས་ཏེ། དེ་ལྟར་རྣམ་པ་དུ་མར་བརྟགས་ཏེ་བདག་འཛིན་
2612	ordinal-open	37		གསུམ་པ་གཉེན་པོ་ལ་བདག་ཏུ་བྱས་ནས་སེམས་ཚར་བཅད་པ་ལ་གསུམ། སེམས་ཚར་བཅད་བྱར་བསྟན། ཕྱིན་
2613	ordinal-open	3		དང་པོ་ནི།
2614	verse-stanza	25		དེ་བྱ་དེ་ལྟར་གནས་བྱ་ཞིང༌།།↵དེ་ལྟར་ཁྱོད་ཀྱིས་མི་བྱ་བ།།↵དེ་ལྟར་འདི་ནི་དབང་བྱ་སྟེ།།
2615	terminal-particle	133		ཞེས་གསུངས་ཏེ། ད་ནི་གཉེན་པོའི་ཤེས་པ་ལ་བདག་ཏུ་བཟུང་སྟེ་ལེགས་པར་འདོམས་པ་འཆད་དེ། དེ་
2616	line-end	6		ཞེས་ཅུང་ཟད་བསྡིགས་པ་དང༌།
2617	verse-stanza	25		འོན་ཏེ་དེ་ལྟར་གདམས་ཀྱང་ནི།།↵སེམས་ཁྱོད་དེ་ལྟར་མི་བྱེད་ན།།↵ཁྱོད་ལ་ཉེས་ཀུན་བརྟེན་པས
2618	line-end	105		ཅེས་གསུངས་ཏེ། དེ་ལྟར་གདམས་པས་ཀྱང་སེམས་ཁྱོད་མ་དུལ་བའི་ངན་ལང་བྱེད་ན་ནི་འཁོར་བ་ཐོག་
2619	ordinal-open	14		གཉིས་པ་ཕྱིན་ཆད་སེམས་ཀྱི་དབང་དུ་མི་གཏོང་བར་བསྟན་པ་ནི།
2620	verse-stanza	25		ཁྱོད་ཀྱིས་ཁོ་བོ་གར་བརླག་པའི།།↵སྔོན་གྱི་དུས་དེ་གཞན་ཡིན་ཏེ།།↵ངས་མཐོང་ཁྱོད་ད་གང་དུ་
2621	line-end	109		ཞེས་གསུངས་ཏེ། འཁོར་བ་ཐོག་མེད་ནས་ཕུང་པོ་ལ་བདག་འཛིན་ཁྱོད་ཀྱིས་སེམས་རྒྱུན་ཙམ་ཁོ་བོ་
2622	verse-stanza	25		ད་དུང་བདག་ལ་རང་གི་དོན།།↵ཡོད་སྙམ་སེམས་པ་དེ་དོར་ཞིག།↵བདག་གིས་གཞན་ལ་ཁྱོད་བཙོངས་ཀྱིས
2623	line-end	95		ཞེས་གསུངས་ཏེ། ད་ཕྱིན་ཆད་ཕུང་པོ་ལ་བདག་དང་གཅེས་པར་བཟུང་ནས་བདག་བདེ་བར་བྱའོ་སྙམ་པའི་
2624	ordinal-open	13		གསུམ་པ་སེམས་ཀྱི་དབང་དུ་གཏོང་མི་རིགས་པར་བསྟན་པ་ནི།
2625	verse-stanza	25		གལ་ཏེ་བག་མེད་གྱུར་ནས་ཁྱོད།།↵སེམས་ཅན་རྣམས་ལ་མ་བྱིན་ན།།↵ཁྱོད་ཀྱིས་ཁོ་བོ་དམྱལ་བ་ཡི།
2626	terminal-particle	59		ཞེས་གསུངས་ཏེ། རྣམ་པ་ཀུན་ཏུ་བག་མེད་པར་གྱུར་པ་གདོལ་བ་ལྟ་བུའི་སེམས་བདག་འཛིན་ཅན་ཁྱོད
2627	line-end	13		དེ་ལྟར་ཁྱོད་ཀྱིས་རེ་ལྟ་ཞིག། ཁོ་བོ་བྱིན་པས་ཡུན་རིང་སྡུག།
2628	verse-stanza	13		ད་ནི་འཁོན་རྣམས་དྲན་བྱས་ཏེ།།↵ཁྱོད་ཀྱི་རང་དོན་སེམས་པ་གཞོམ།།
2629	terminal-particle	137		ཞེས་གསུངས་ཏེ། སྔར་ཡང་ཐོག་མ་མེད་པ་ནས་ཕུང་པོ་ལ་བདག་འཛིན་ཁྱོད་ལ་གཅེས་སྤྲས་སུ་བྱས་པས
2630	ordinal-open	66		བཞི་པ་ལུས་ལ་ཆགས་པ་ཉེས་པའི་འབྱུང་གནས་སུ་བསྟན་པ་ལ་དྲུག ། མདོར་བསྟན། བསྐྱངས་ན་གཟེ་ར
2631	ordinal-open	3		དང་པོ་ནི།
2632	verse-stanza	25		དེས་ཏེ་བདག་ནི་དགའ་འདོད་ན།།↵རང་ལ་བདག་གིས་དགར་མི་བྱ།།↵དེས་ཏེ་བདག་ནི་སྲུང་འདོད་ན།།↵
2633	terminal-particle	111		ཞེས་གསུངས་ཏེ། དེ་ལྟར་གཉེན་པོའི་ཤེས་པ་ལ་བདག་ཏུ་བྱས་ཤིང་ཕུང་པོ་ངར་འཛིན་ལ་གཞན་དུ་བཞ
2634	terminal-particle	45		བདག་ཉིད་སྲུང་བར་འདོད་པ་དེས་ཀྱང་གཞན་ཐམས་ཅད་སྲུང་བར་བྱ་སྟེ་ཐམས་ཅད་ཀྱི་ནང་དུ་བདག་ཉི
2635	ordinal-open	9		གཉིས་པ་བསྐྱངས་ན་གཟེ་རེག་འཕེལ་བ་ནི།
2636	verse-stanza	25		ཇི་ལྟ་ཇི་ལྟར་ལུས་འདི་ནི།།↵ཡོངས་སུ་སྐྱོང་བར་བྱེད་འགྱུར་བ།།↵དེ་ལྟ་དེ་ལྟར་ཤིན་ཏུ་ནི
2637	line-end	90		ཞེས་གསུངས་ཏེ། དེས་ན་བདག་ལ་ཆགས་པར་མི་བྱ་སྟེ་སེམས་ནི་ངོ་བོ་ཉིད་ཀྱིས་སྟོང་ཞིང་རང་བཞ
2638	verse-stanza	25		དེ་ལྟར་ལྟུང་བ་དེ་ཡི་ཡང༌།།↵འདོད་པ་ས་འདི་ཐམས་ཅད་ཀྱིས།།↵རྫོགས་པར་ནུས་པ་ཡོད་མིན་ན།།↵
2639	line-end	65		ཞེས་གསུངས་ཏེ། སེམས་ཅན་གཅིག་གི་འདོད་པ་ལ་བརྣབ་སེམས་པ་དེའི་བསམ་པ་ནི་ས་འདི་ཐམས་ཅད་གས
2640	verse-stanza	13		ནུས་མེད་འདོད་ལས་ཉོན་མོངས་དང༌།།↵བསམ་པ་ཉམས་པའང་སྐྱེ་བར་འགྱུར།།
2641	line-end	83		ཞེས་གསུངས་ཏེ། ལོངས་སྤྱོད་དང་བདེ་བ་ཅི་ཐོབ་ཀྱང་ཚིམ་པ་མེད་ཀྱི་སྟེང་དུ་སླར་ཡང་ཆོག་མི
2642	verse-stanza	13		གང་ཞིག་ཀུན་ལ་ལྟོས་མེད་པ།།↵དེ་ཡི་ཕུན་ཚོགས་ཟད་མི་ཤེས།།
2643	terminal-particle	69		ཞེས་གསུངས་ཏེ། དེས་ན་སུ་ཞིག་གང་ལ་ཡང་བལྟོས་པ་དང་རེ་བ་དང་ཆགས་པ་མེད་པ་དེ་ལ་ནི་གནས་སྐ
2644	ordinal-open	10		གསུམ་པ་བདག་ཏུ་བཟུང་བྱ་མ་ཡིན་པ་ནི།
2645	verse-stanza	25		དེ་བས་ལུས་ཀྱི་འདོད་པ་ནི།།↵འཕེལ་ཕྱིར་སྐབས་དབྱེ་མི་བྱ་སྟེ།།↵གང་ཞིག་ཡིད་འོང་མི་འཛིན
2646	line-end	60		ཞེས་གསུངས་ཏེ། དེ་བས་ན་ལུས་ལ་ཆགས་ཤིང་ཞེན་པའི་སེམས་སྐྱེ་བའི་སྐབས་དབྱེ་བར་མི་བྱ་ལ་ག
2647	verse-stanza	25		ཐ་མར་ཐལ་བའི་མཐར་གཏུགས་ཤིང༌།།↵མི་གཡོ་གཞན་གྱིས་བསྐྱོད་བྱ་བ།།↵མི་གཙང་གཟུགས་ནི་མི་བཟ
2648	line-end	161		ཞེས་གསུངས་ཏེ། དེས་ན་ཤི་བའི་མཐར་ཤ་རུས་སོ་སོར་འབྲལ་ཞིང་རུས་ཚིགས་སུམ་བརྒྱ་དྲུག་ཅུ་པ
2649	ordinal-open	9		བཞི་པ་ལུས་ལ་སྙིང་པོ་མེད་པ་ནི།
2650	verse-stanza	25		གསོན་ནམ་ཡང་ན་ཤི་ཡང་སླའི།།↵བདག་ལ་འཁྲུལ་འཁོར་འདིས་ཅི་བྱ།།↵བོང་སོགས་འདི་ཁྱད་ཅི་ཡོད་
2651	line-end	150		ཅེས་གསུངས་ཏེ། དེས་ན་གསོན་པའམ་ཤི་བ་གང་གི་ཚེ་ཡང་སེམས་སྟོང་པ་ཁྱོད་ལ་ལུས་གདོས་བཅས་རོ
2652	verse-stanza	26		འདི་ལུས་རྩ་དང་རྩིག་པ་འདྲ།།↵སེམས་ནི་བསྟན་ཏུ་མ་མཆིས་ཏེ།།↵ཞེས་སོགས་ཀྱིས་ལན་བཏབ་པ་བཞ
2653	verse-stanza	19		དོན་མེད་སྡུག་བསྔལ་ཉེར་བསགས་ནས།།↵རྗེས་སུ་ཆགས་དང་ཁོང་ཁྲོ་བ།།↵ཤིང་མཚུངས་འདི་ལ་ཅི་ཞི
2654	line-end	113		ཞེས་གསུངས་ཏེ། དེས་ན་སྔོན་ཆད་ལུས་འདིའི་འཚོ་ཚིས་ཀྱི་ཁ་ཏ་ཁོ་ན་བྱས་ཏེ་ཟས་གོས་སོགས་ཀྱ
2655	verse-stanza	25		བདག་གིས་འདི་ལྟར་བསྐྱངས་པ་འམ།།↵བྱ་རྒོད་སོགས་ཀྱིས་ཟོས་ཀྱང་རུང༌།།↵ཆགས་མེད་ཞེ་སྡང་ཡོ
2656	line-end	41		ཅེས་གསུངས་ཏེ། སེམས་བདག་གིས་བསྐྱངས་པ་དང་ཕྱིས་བྱ་རྒོད་ཀྱིས་ཟོས་པ་གཉི་གའི་ཚེ་ཡང་སྐྱ
2657	ordinal-open	16		ལྔ་པ་ལུས་ལ་བསྟོད་དམད་བྱས་པ་ལ་ཆགས་སྡང་སྐྱེད་མི་རིགས་པ་ནི།
2658	verse-stanza	25		གང་ཞིག་སྨོད་པས་ཁྲོ་བ་དང༌།།↵གང་ཞིག་བསྟོད་པས་མགུ་གྱུར་བ།།↵གལ་ཏེ་དེ་ཉིད་ཤེས་མེད་ན།།
2659	line-end	61		ཞེས་གསུངས་ཏེ། བསྟོད་དམ་དམད་ཀྱང་བདག་ལ་བསྟོད་དོ་ཞེའམ་དམད་དོ་ཞེས་ཁོ་རང་གིས་དེ་ཉིད་ཤ
2660	verse-stanza	25		གང་ཞིག་ལུས་འདི་འདོད་གྱུར་པ།།↵དེ་དང་བདག་བཤེས་ཡིན་ཞེ་ན།།↵ཐམས་ཅད་རང་གི་ལུས་འདོད་པས།
2661	line-end	43		ཞེས་གསུངས་ཏེ། ཡང་ལུས་འདི་ལ་ཕན་པར་འདོད་པ་དེ་སེམས་བདག་གི་བཤེས་སམ་མཛའ་བོ་ཡིན་ནོ་ཞེ་
2662	ordinal-open	22		དྲུག་པ་ལུས་སྙིང་པོ་མེད་ཀྱང་དུས་མིན་དུ་མི་དོར་ཞིང་དུས་སུ་ཕྱིན་ན་བཏང་བྱར་བསྟན་པ་ནི
2663	verse-stanza	13		དེ་བས་བདག་གིས་ཆགས་མེད་པར།།↵འགྲོ་ལ་ཕན་ཕྱིར་ལུས་བཏང་བྱ།།
2664	line-end	111		ཞེས་གསུངས་ཏེ། དེ་རྣམས་ལ་སོགས་པའི་རྒྱུ་མཚན་མཐའ་ཡས་པས་ན་སེམས་བདག་གིས་ལུས་འདི་ལ་ཆགས
2665	verse-stanza	13		དེས་ན་འདི་ལ་ཉེས་མང་ཡང༌།།↵ལས་ཀྱི་སྤྱད་བཞིན་བཟུང་བར་བྱ།།
2666	terminal-particle	74		ཞེས་གསུངས་ཏེ། འོ་ན་ཉན་ཐོས་མི་སྡུག་པ་གོམས་པ་དག་ལྕེབ་པ་དང་གསོད་དུ་འཇུག་པར་བརྩོན་པ་
2667	terminal-particle	31		དེས་ན་ལུས་ལ་ཆགས་པའི་བློ་སྤང་བར་བསྟན་གྱི་ལུས་ཉིད་སྤང་བར་བསྟན་པ་མ་ཡིན་པས་ལུས་སྲུང་
2668	ordinal-open	26		གསུམ་པ་བསམ་གཏན་གྱི་སྒྲིབ་པ་བསལ་བ་ལ་གཉིས། བསམ་གཏན་གྱི་སྒྲིབ་པ་ལྔ་སེལ་བ་བསྟན། རྩེ་
2669	ordinal-open	9		དང་པོ་ནི། དེ་བས་བྱིས་པའི་སྤྱོད་པས་ཆོག།
2670	verse-stanza	19		བདག་གིས་མཁས་པའི་རྗེས་སྙེག་སྟེ།།↵བག་ཡོད་གཏམ་ནི་དྲན་བྱས་ནས།།↵གཉིད་དང་རྨུགས་པ་བཟློག
2671	terminal-particle	137		ཞེས་གསུངས་ཏེ། དེ་ཡང་འདུ་འཛི་ལ་དགའ་བ་དང༌། ཕྱི་ཡོ་བྱད་དང་ནང་སེམས་ཅན་ལ་ཆགས་པ་སོགས་འ
2672	terminal-particle	33		ཞེས་རང་གིས་དམ་བཅས་ཏེ་བག་ཡོད་ཀྱི་ལེའུར་བཤད་པའི་གཏམ་རྣམས་དྲན་པར་བྱས་ལ་བསམ་གཏན་གྱི་
2673	line-end	9		དེ་ལ་སྒྲིབ་པ་ནི་ལྔ་སྟེ། བཤེས་སྤྲིང་ལས།
2674	verse-stanza	33		རྒོད་ཅིང་འགྱོད་དང་གནོད་སེམས་རྨུགས་པ་དང༌།།↵གཉིད་དང་འདོད་ལ་འདུན་དང་ཐེ་ཚོམ་སྟེ།།↵ལྔ
2675	terminal-particle	15		ཞེས་པ་ལྟར་རྒོད་འགྱོད་དང༌། གནོད་སེམས་དང༌། གཉིད་རྨུགས་དང༌། འདོད་འདུན་དང༌། ཐེ་ཚོམ་ས
2676	ordinal-open	11		གཉིས་པ་རྩེ་གཅིག་ཏུ་འབད་དགོས་པར་བསྟན་པ་ནི།
2677	verse-stanza	25		རྒྱལ་སྲས་ཐུགས་རྗེ་ཆེ་རྣམས་ལྟར།།↵རིགས་པའི་སྲན་ནི་གཟུགས་བྱས་ཏེ།།↵ཉིན་མཚན་ཕྱད་པར་མ་
